stimType,trialType,targChange,cue,startTime,responseTime,trialKeyPress,correctResponse,trialNumber,stimulusHandle,pauseTime,date,expName,session,participant,
0,1,1,1,1533672037.57,0.8109998703,i,1,1,stimType0_trialType1_cue1_order1 (66)_resized.png,,2018_Aug_07_1300,Change Detection.py,002,004_2,
0,0,1,1,1533672042.42,0.561999797821,j,0,2,stimType0_trialType0_cue1_order1 (2)_resized.png,,2018_Aug_07_1300,Change Detection.py,002,004_2,
0,0,0,1,1533672047.29,1.04500007629,j,1,3,stimType0_trialType0_cue1_order0 (100)_resized.png,,2018_Aug_07_1300,Change Detection.py,002,004_2,
0,2,1,0,1533672052.03,1.10800004005,r,1,4,stimType0_trialType2_cue0_order1 (61)_resized.png,,2018_Aug_07_1300,Change Detection.py,002,004_2,
0,1,1,1,1533672056.95,1.09200000763,i,1,5,stimType0_trialType1_cue1_order1 (53)_resized.png,,2018_Aug_07_1300,Change Detection.py,002,004_2,
0,0,1,0,1533672061.81,0.999000072479,r,1,6,stimType0_trialType0_cue0_order1 (3)_resized.png,,2018_Aug_07_1300,Change Detection.py,002,004_2,
0,1,1,0,1533672066.63,0.950999975204,r,1,7,stimType0_trialType1_cue0_order1 (62)_resized.png,,2018_Aug_07_1300,Change Detection.py,002,004_2,
0,2,1,1,1533672071.5,1.26300001144,i,1,8,stimType0_trialType2_cue1_order1 (28)_resized.png,,2018_Aug_07_1300,Change Detection.py,002,004_2,
0,2,0,0,1533672076.54,1.02999997139,f,1,9,stimType0_trialType2_cue0_order0 (45)_resized.png,,2018_Aug_07_1300,Change Detection.py,002,004_2,
0,0,0,1,1533672081.3,0.936000108719,j,1,10,stimType0_trialType0_cue1_order0 (94)_resized.png,,2018_Aug_07_1300,Change Detection.py,002,004_2,
0,1,1,0,1533672086.05,1.26399993896,r,1,11,stimType0_trialType1_cue0_order1 (50)_resized.png,,2018_Aug_07_1300,Change Detection.py,002,004_2,
0,2,0,1,1533672090.87,1.55999994278,j,1,12,stimType0_trialType2_cue1_order0 (18)_resized.png,,2018_Aug_07_1300,Change Detection.py,002,004_2,
